2.438128355957769090e+05	3.053114479638010962e+05	3.444480542986426735e+05	3.900450754147813423e+05	4.366670361990950769e+05	4.451619079939668882e+05	4.531089291101057897e+05	4.521592684766215389e+05	4.425147134238311555e+05	4.216623076923076878e+05	3.836958823529412621e+05	3.364757541478130152e+05	2.805664781297135050e+05	2.312143061840121518e+05	1.815976923076923413e+05	1.425198265460030816e+05	1.131116840120663983e+05	8.490444419306186319e+04	6.481081523378584825e+04	4.926606561085972498e+04	3.690335972850680264e+04	2.778223831070890810e+04	2.073233107088989709e+04	1.542229034690800108e+04
2.468890672699850402e+05	3.060695312217196333e+05	3.436650497737557744e+05	3.874957351432880969e+05	4.323914135746606626e+05	4.405246708898944780e+05	4.481283915535446722e+05	4.470573996983409743e+05	4.375281170437406399e+05	4.170375800904977368e+05	3.797624470588235999e+05	3.333591631975867786e+05	2.783213170437406516e+05	2.296338672699849994e+05	1.805721846153846418e+05	1.418470256410257134e+05	1.126518535143288464e+05	8.460879975867271423e+04	6.460853007541480474e+04	4.912424651583709783e+04	3.680299710407241218e+04	2.770937622926094264e+04	2.067919233785822144e+04	1.538332736048266088e+04
2.499652989441932004e+05	3.068276144796381705e+05	3.428820452488688752e+05	3.849463948717949097e+05	4.281157909502263064e+05	4.358874337858220679e+05	4.431478539969836129e+05	4.419555309200604679e+05	4.325415206636501243e+05	4.124128524886877858e+05	3.758290117647059378e+05	3.302425722473605420e+05	2.760761559577677981e+05	2.280534283559578471e+05	1.795466769230769423e+05	1.411742247360483161e+05	1.121920230165912799e+05	8.431315532428357983e+04	6.440624491704376123e+04	4.898242742081447795e+04	3.670263447963802173e+04	2.763651414781298081e+04	2.062605360482654942e+04	1.534436437405732249e+04
2.530415306184013316e+05	3.075856977375567076e+05	3.420990407239820343e+05	3.823970546003016643e+05	4.238401683257918921e+05	4.312501966817496577e+05	4.381673164404224954e+05	4.368536621417799033e+05	4.275549242835596669e+05	4.077881248868777766e+05	3.718955764705882757e+05	3.271259812971342471e+05	2.738309948717949446e+05	2.264729894419306947e+05	1.785211692307692429e+05	1.405014238310709479e+05	1.117321925188537280e+05	8.401751088989443087e+04	6.420395975867272500e+04	4.884060832579185080e+04	3.660227185520363128e+04	2.756365206636501534e+04	2.057291487179487376e+04	1.530540138763198229e+04
2.561177622926094627e+05	3.083437809954752447e+05	3.413160361990951351e+05	3.798477143288084771e+05	4.195645457013574778e+05	4.266129595776772476e+05	4.331867788838614360e+05	4.317517933634993387e+05	4.225683279034691514e+05	4.031633972850678256e+05	3.679621411764706136e+05	3.240093903469080105e+05	2.715858337858220912e+05	2.248925505279035424e+05	1.774956615384615725e+05	1.398286229260935797e+05	1.112723620211161615e+05	8.372186645550529647e+04	6.400167460030168149e+04	4.869878923076922365e+04	3.650190923076924082e+04	2.749078998491704988e+04	2.051977613876319811e+04	1.526643840120664208e+04
2.591939939668176230e+05	3.091018642533938400e+05	3.405330316742082359e+05	3.772983740573152318e+05	4.152889230769230635e+05	4.219757224736048374e+05	4.282062413273003185e+05	4.266499245852187742e+05	4.175817315233786358e+05	3.985386696832578746e+05	3.640287058823530097e+05	3.208927993966817739e+05	2.693406726998492377e+05	2.233121116138763900e+05	1.764701538461538730e+05	1.391558220211161824e+05	1.108125315233786096e+05	8.342622202111614752e+04	6.379938944193063799e+04	4.855697013574660377e+04	3.640154660633485037e+04	2.741792790346908441e+04	2.046663740573152245e+04	1.522747541478130370e+04
2.622702256410257542e+05	3.098599475113123772e+05	3.397500271493213368e+05	3.747490337858220446e+05	4.110133004524887074e+05	4.173384853695324273e+05	4.232257037707392010e+05	4.215480558069382096e+05	4.125951351432881202e+05	3.939139420814479236e+05	3.600952705882353475e+05	3.177762084464555373e+05	2.670955116138763842e+05	2.217316726998492377e+05	1.754446461538461735e+05	1.384830211161388143e+05	1.103527010256410431e+05	8.313057758672701311e+04	6.359710428355959448e+04	4.841515104072397662e+04	3.630118398190046719e+04	2.734506582202112259e+04	2.041349867269985043e+04	1.518851242835596349e+04
2.653464573152338853e+05	3.106180307692309143e+05	3.389670226244344958e+05	3.721996935143287992e+05	4.067376778280542931e+05	4.127012482654600171e+05	4.182451662141781417e+05	4.164461870286577032e+05	4.076085387631976046e+05	3.892892144796379725e+05	3.561618352941176854e+05	3.146596174962293007e+05	2.648503505279035307e+05	2.201512337858220853e+05	1.744191384615384741e+05	1.378102202111614170e+05	1.098928705279034912e+05	8.283493315233786416e+04	6.339481912518855097e+04	4.827333194570134947e+04	3.620082135746607673e+04	2.727220374057315712e+04	2.036035993966817477e+04	1.514954944193062329e+04
2.684226889894420165e+05	3.113761140271494514e+05	3.381840180995475966e+05	3.696503532428355538e+05	4.024620552036198787e+05	4.080640111613876070e+05	4.132646286576170241e+05	4.113443182503771386e+05	4.026219423831071472e+05	3.846644868778280215e+05	3.522284000000000233e+05	3.115430265460030059e+05	2.626051894419306773e+05	2.185707948717949330e+05	1.733936307692307746e+05	1.371374193061840488e+05	1.094330400301659392e+05	8.253928871794872975e+04	6.319253396681751474e+04	4.813151285067872232e+04	3.610045873303168628e+04	2.719934165912519165e+04	2.030722120663649912e+04	1.511058645550528490e+04
2.714989206636501476e+05	3.121341972850679886e+05	3.374010135746606975e+05	3.671010129713423667e+05	3.981864325791854644e+05	4.034267740573151968e+05	4.082840911010559648e+05	4.062424494720965740e+05	3.976353460030166316e+05	3.800397592760180123e+05	3.482949647058823612e+05	3.084264355957767693e+05	2.603600283559578238e+05	2.169903559577677806e+05	1.723681230769230751e+05	1.364646184012066806e+05	1.089732095324283728e+05	8.224364428355958080e+04	6.299024880844647123e+04	4.798969375565610244e+04	3.600009610859729582e+04	2.712647957767722619e+04	2.025408247360482346e+04	1.507162346907994470e+04
2.745751523378583370e+05	3.128922805429865257e+05	3.366180090497737983e+05	3.645516726998491213e+05	3.939108099547511083e+05	3.987895369532428449e+05	4.033035535444948473e+05	4.011405806938160677e+05	3.926487496229261160e+05	3.754150316742080613e+05	3.443615294117646990e+05	3.053098446455505327e+05	2.581148672699849703e+05	2.154099170437406283e+05	1.713426153846153757e+05	1.357918174962292833e+05	1.085133790346908208e+05	8.194799984917044640e+04	6.278796365007542772e+04	4.784787466063347529e+04	3.589973348416290537e+04	2.705361749622926436e+04	2.020094374057315144e+04	1.503266048265460449e+04
2.776513840120664681e+05	3.136503638009050628e+05	3.358350045248869574e+05	3.620023324283559341e+05	3.896351873303166940e+05	3.941522998491703765e+05	3.983230159879337298e+05	3.960387119155355031e+05	3.876621532428356004e+05	3.707903040723981103e+05	3.404280941176470369e+05	3.021932536953242961e+05	2.558697061840121169e+05	2.138294781297134759e+05	1.703171076923076762e+05	1.351190165912519151e+05	1.080535485369532544e+05	8.165235541478129744e+04	6.258567849170438421e+04	4.770605556561084813e+04	3.579937085972851492e+04	2.698075541478129890e+04	2.014780500754147579e+04	1.499369749622926611e+04
2.807276156862745993e+05	3.144084470588235999e+05	3.350520000000000582e+05	3.594529921568626887e+05	3.853595647058822797e+05	3.895150627450980246e+05	3.933424784313726705e+05	3.909368431372549385e+05	3.826755568627451430e+05	3.661655764705881593e+05	3.364946588235293748e+05	2.990766627450980013e+05	2.536245450980392634e+05	2.122490392156863236e+05	1.692916000000000058e+05	1.344462156862745469e+05	1.075937180392157024e+05	8.135671098039216304e+04	6.238339333333334071e+04	4.756423647058822826e+04	3.569900823529412446e+04	2.690789333333333343e+04	2.009466627450980013e+04	1.495473450980392590e+04
2.838038473604827304e+05	3.151665303167421953e+05	3.342689954751131590e+05	3.569036518853695015e+05	3.810839420814479236e+05	3.848778256410256145e+05	3.883619408748115529e+05	3.858349743589743739e+05	3.776889604826546274e+05	3.615408488687782083e+05	3.325612235294117127e+05	2.959600717948717647e+05	2.513793840120664099e+05	2.106686003016591712e+05	1.682660923076923063e+05	1.337734147812971496e+05	1.071338875414781360e+05	8.106106654600301408e+04	6.218110817496229720e+04	4.742241737556560111e+04	3.559864561085973401e+04	2.683503125188536796e+04	2.004152754147812448e+04	1.491577152337858570e+04
2.868800790346908616e+05	3.159246135746607324e+05	3.334859909502262599e+05	3.543543116138762562e+05	3.768083194570135092e+05	3.802405885369532043e+05	3.833814033182504936e+05	3.807331055806938093e+05	3.727023641025641118e+05	3.569161212669681991e+05	3.286277882352941087e+05	2.928434808446455281e+05	2.491342229260935565e+05	2.090881613876320189e+05	1.672405846153846069e+05	1.331006138763197814e+05	1.066740570437405840e+05	8.076542211161386513e+04	6.197882301659126097e+04	4.728059828054297395e+04	3.549828298642534355e+04	2.676216917043740614e+04	1.998838880844645246e+04	1.487680853695324731e+04
2.899563107088989927e+05	3.166826968325792695e+05	3.327029864253394189e+05	3.518049713423830690e+05	3.725326968325790949e+05	3.756033514328807942e+05	3.784008657616893761e+05	3.756312368024133029e+05	3.677157677224735962e+05	3.522913936651582480e+05	3.246943529411764466e+05	2.897268898944192915e+05	2.468890618401207030e+05	2.075077224736048374e+05	1.662150769230769074e+05	1.324278129713424132e+05	1.062142265460030321e+05	8.046977767722473072e+04	6.177653785822021746e+04	4.713877918552035408e+04	3.539792036199095310e+04	2.668930708898944067e+04	1.993525007541477680e+04	1.483784555052790711e+04
2.930325423831071239e+05	3.174407800904978067e+05	3.319199819004525198e+05	3.492556310708898236e+05	3.682570742081446806e+05	3.709661143288083840e+05	3.734203282051283168e+05	3.705293680241327384e+05	3.627291713423831388e+05	3.476666660633482970e+05	3.207609176470587845e+05	2.866102989441930549e+05	2.446439007541478495e+05	2.059272835595777142e+05	1.651895692307692079e+05	1.317550120663650159e+05	1.057543960482654657e+05	8.017413324283558177e+04	6.157425269984917395e+04	4.699696009049772692e+04	3.529755773755656264e+04	2.661644500754147521e+04	1.988211134238310115e+04	1.479888256410256690e+04
2.961087740573153133e+05	3.181988633484163438e+05	3.311369773755656206e+05	3.467062907993965782e+05	3.639814515837103245e+05	3.663288772247359739e+05	3.684397906485671992e+05	3.654274992458521738e+05	3.577425749622926232e+05	3.430419384615383460e+05	3.168274823529411224e+05	2.834937079939667601e+05	2.423987396681749960e+05	2.043468446455505327e+05	1.641640615384615085e+05	1.310822111613876477e+05	1.052945655505279137e+05	7.987848880844644736e+04	6.137196754147813044e+04	4.685514099547509977e+04	3.519719511312217946e+04	2.654358292609351338e+04	1.982897260935142549e+04	1.475991957767722852e+04
2.991850057315234444e+05	3.189569466063348809e+05	3.303539728506787214e+05	3.441569505279033910e+05	3.597058289592759102e+05	3.616916401206635637e+05	3.634592530920060817e+05	3.603256304675716674e+05	3.527559785822021076e+05	3.384172108597283950e+05	3.128940470588234602e+05	2.803771170437405235e+05	2.401535785822021426e+05	2.027664057315234095e+05	1.631385538461538090e+05	1.304094102564102650e+05	1.048347350527903473e+05	7.958284437405729841e+04	6.116968238310708693e+04	4.671332190045247989e+04	3.509683248868778901e+04	2.647072084464554791e+04	1.977583387631975347e+04	1.472095659125188831e+04
