2.541698642533937686e+02	1.790641704374057781e+02	1.430759004524886961e+02	1.138802805429864549e+02	9.264334917043743189e+01	8.779580618401206493e+01	8.263934917043745543e+01	7.837545475113124382e+01	7.473926998491704410e+01	7.149141478129713789e+01	6.909841779788840199e+01	6.687694947209652696e+01	6.571360180995476696e+01	6.405318702865764635e+01	6.343050527903471192e+01	6.238965460030166810e+01	6.123090648567123395e+01	6.017601659125189428e+01	5.917352262443439770e+01	5.817612669683261117e+01	5.712111010558073332e+01	5.623220814479640239e+01	5.539858748114633613e+01	5.477235746606338296e+01	5.416640271493213987e+01	5.371912669683260333e+01	5.336226847662143058e+01	5.303011085972850225e+01	5.277233710407239187e+01	5.256541553544496992e+01	5.239240346907995161e+01	5.225764177978884817e+01	5.214347058823530290e+01	5.205499245852185908e+01	5.197264027149322629e+01
2.513127167420815340e+02	1.772895016591252215e+02	1.419103609049773809e+02	1.131782034389140534e+02	9.227182853695326514e+01	8.749462726998491746e+01	8.241121912518858039e+01	7.820037067873305148e+01	7.461369134238310608e+01	7.140212917043740504e+01	6.902017363499247438e+01	6.681510521870285402e+01	6.566043891402716781e+01	6.400978974358977780e+01	6.339041369532430537e+01	6.235557586726999091e+01	6.120297689291105314e+01	6.015179161387632689e+01	5.915380760180996589e+01	5.816078280542989631e+01	5.710959119155358366e+01	5.622279981900454970e+01	5.539156006033185520e+01	5.476679022624437465e+01	5.416235366515838479e+01	5.371596633484165295e+01	5.336022558069382882e+01	5.302868289592759510e+01	5.277177303167420064e+01	5.256546322775265878e+01	5.239303595776773648e+01	5.225861218702866751e+01	5.214489176470588916e+01	5.205673707390647564e+01	5.197462407239819981e+01
2.484555692307693278e+02	1.755148328808446934e+02	1.407448213574660656e+02	1.124761263348416520e+02	9.190030790346909839e+01	8.719344835595776999e+01	8.218308907993971957e+01	7.802528660633485913e+01	7.448811269984916805e+01	7.131284355957767218e+01	6.894192947209654676e+01	6.675326096530919529e+01	6.560727601809955445e+01	6.396639245852189504e+01	6.335032211161389881e+01	6.232149713423832083e+01	6.117504730015087233e+01	6.012756663650075950e+01	5.913409257918552697e+01	5.814543891402718145e+01	5.709807227752643399e+01	5.621339149321268991e+01	5.538453263951737426e+01	5.476122298642537345e+01	5.415830461538462970e+01	5.371280597285070257e+01	5.335818268476622706e+01	5.302725493212668795e+01	5.277120895927600941e+01	5.256551092006035475e+01	5.239366844645551424e+01	5.225958259426848684e+01	5.214631294117647542e+01	5.205848168929108510e+01	5.197660787330318044e+01
2.455984217194570931e+02	1.737401641025641368e+02	1.395792818099547503e+02	1.117740492307692506e+02	9.152878726998493164e+01	8.689226944193060831e+01	8.195495903469084453e+01	7.785020253393666678e+01	7.436253405731523003e+01	7.122355794871795354e+01	6.886368530920061914e+01	6.669141671191552234e+01	6.555411312217195530e+01	6.392299517345401938e+01	6.331023052790348515e+01	6.228741840120664364e+01	6.114711770739068442e+01	6.010334165912519211e+01	5.911437755656109516e+01	5.813009502262445949e+01	5.708655336349928433e+01	5.620398316742083722e+01	5.537750521870289333e+01	5.475565574660636514e+01	5.415425556561086751e+01	5.370964561085975220e+01	5.335613978883862529e+01	5.302582696832578790e+01	5.277064488687781818e+01	5.256555861236804361e+01	5.239430093514329911e+01	5.226055300150829908e+01	5.214773411764706879e+01	5.206022630467570167e+01	5.197859167420815396e+01
2.427412742081448584e+02	1.719654953242835802e+02	1.384137422624434350e+02	1.110719721266968492e+02	9.115726663650077910e+01	8.659109052790346084e+01	8.172682898944196950e+01	7.767511846153847443e+01	7.423695541478129201e+01	7.113427233785822068e+01	6.878544114630469153e+01	6.662957245852186361e+01	6.550095022624435614e+01	6.387959788838615083e+01	6.327013894419307860e+01	6.225333966817496645e+01	6.111918811463050361e+01	6.007911668174962472e+01	5.909466253393665625e+01	5.811475113122174463e+01	5.707503444947212756e+01	5.619457484162897742e+01	5.537047779788841240e+01	5.475008850678735683e+01	5.415020651583711242e+01	5.370648524886879471e+01	5.335409689291102353e+01	5.302439900452488075e+01	5.277008081447962695e+01	5.256560630467573247e+01	5.239493342383107688e+01	5.226152340874811841e+01	5.214915529411765505e+01	5.206197092006031824e+01	5.198057547511313459e+01
2.398841266968326522e+02	1.701908265460030520e+02	1.372482027149321198e+02	1.103698950226244477e+02	9.078574600301661235e+01	8.628991161387631337e+01	8.149869894419309446e+01	7.750003438914028209e+01	7.411137677224735398e+01	7.104498672699848782e+01	6.870719698340876391e+01	6.656772820512819067e+01	6.544778733031675699e+01	6.383620060331827517e+01	6.323004736048267205e+01	6.221926093514328926e+01	6.109125852187032280e+01	6.005489170437406443e+01	5.907494751131222444e+01	5.809940723981902977e+01	5.706351553544497790e+01	5.618516651583712473e+01	5.536345037707393146e+01	5.474452126696835563e+01	5.414615746606335733e+01	5.370332488687784434e+01	5.335205399698341466e+01	5.302297104072397360e+01	5.276951674208143572e+01	5.256565399698342134e+01	5.239556591251886175e+01	5.226249381598793775e+01	5.215057647058824131e+01	5.206371553544493480e+01	5.198255927601810811e+01
2.370269791855204176e+02	1.684161577677224955e+02	1.360826631674208045e+02	1.096678179185520605e+02	9.041422536953244560e+01	8.598873269984916590e+01	8.127056889894423364e+01	7.732495031674208974e+01	7.398579812971341596e+01	7.095570111613875497e+01	6.862895282051283630e+01	6.650588395173453193e+01	6.539462443438914363e+01	6.379280331825039951e+01	6.318995577677226549e+01	6.218518220211161918e+01	6.106332892911014198e+01	6.003066672699849704e+01	5.905523248868778552e+01	5.808406334841631491e+01	5.705199662141782824e+01	5.617575819004526494e+01	5.535642295625945053e+01	5.473895402714934733e+01	5.414210841628960225e+01	5.370016452488689396e+01	5.335001110105581290e+01	5.302154307692306645e+01	5.276895266968325160e+01	5.256570168929111730e+01	5.239619840120663952e+01	5.226346422322775709e+01	5.215199764705882757e+01	5.206546015082954426e+01	5.198454307692308163e+01
2.341698316742081829e+02	1.666414889894419673e+02	1.349171236199094892e+02	1.089657408144796591e+02	9.004270473604827885e+01	8.568755378582200422e+01	8.104243885369535860e+01	7.714986624434389739e+01	7.386021948717947794e+01	7.086641550527903632e+01	6.855070865761689447e+01	6.644403969834085899e+01	6.534146153846154448e+01	6.374940603318252386e+01	6.314986419306185184e+01	6.215110346907994199e+01	6.103539933634995407e+01	6.000644174962292965e+01	5.903551746606335371e+01	5.806871945701360005e+01	5.704047770739067857e+01	5.616634986425341225e+01	5.534939553544496960e+01	5.473338678733034612e+01	5.413805936651584716e+01	5.369700416289594358e+01	5.334796820512821114e+01	5.302011511312216641e+01	5.276838859728506037e+01	5.256574938159880617e+01	5.239683088989442439e+01	5.226443463046757643e+01	5.215341882352941383e+01	5.206720476621416083e+01	5.198652687782806225e+01
2.313126841628959767e+02	1.648668202111614107e+02	1.337515840723981739e+02	1.082636637104072577e+02	8.967118410256411210e+01	8.538637487179485674e+01	8.081430880844648357e+01	7.697478217194570504e+01	7.373464084464553991e+01	7.077712989441930347e+01	6.847246449472096685e+01	6.638219544494720026e+01	6.528829864253394533e+01	6.370600874811464820e+01	6.310977260935144528e+01	6.211702473604826480e+01	6.100746974358977326e+01	5.998221677224736226e+01	5.901580244343891479e+01	5.805337556561087808e+01	5.702895879336352891e+01	5.615694153846155245e+01	5.534236811463048866e+01	5.472781954751133782e+01	5.413401031674209207e+01	5.369384380090499320e+01	5.334592530920060938e+01	5.301868714932125926e+01	5.276782452488686914e+01	5.256579707390649503e+01	5.239746337858220215e+01	5.226540503770739576e+01	5.215484000000000009e+01	5.206894938159877739e+01	5.198851067873303577e+01
2.284555366515837420e+02	1.630921514328808541e+02	1.325860445248868587e+02	1.075615866063348562e+02	8.929966346907994534e+01	8.508519595776770927e+01	8.058617876319762274e+01	7.679969809954751270e+01	7.360906220211160189e+01	7.068784428355957061e+01	6.839422033182503924e+01	6.632035119155352731e+01	6.523513574660634617e+01	6.366261146304677254e+01	6.306968102564103873e+01	6.208294600301659472e+01	6.097954015082959245e+01	5.995799179487179487e+01	5.899608742081448298e+01	5.803803167420816322e+01	5.701743987933637925e+01	5.614753321266969976e+01	5.533534069381600773e+01	5.472225230769232951e+01	5.412996126696832988e+01	5.369068343891404282e+01	5.334388241327300761e+01	5.301725918552035210e+01	5.276726045248867791e+01	5.256584476621419100e+01	5.239809586726998702e+01	5.226637544494720800e+01	5.215626117647059345e+01	5.207069399698339396e+01	5.199049447963801640e+01
