5.0000E-1	-4.3484E-1	6.0181E-6	1.2615E+0	-4.1188E-4
1.0517E+1	-4.4328E-1	6.0176E-6	1.2571E+0	-4.4122E-4
2.0534E+1	-4.5016E-1	6.0199E-6	1.2576E+0	-4.4283E-4
3.0551E+1	-4.5572E-1	6.0132E-6	1.2598E+0	-4.0090E-4
4.0568E+1	-4.6055E-1	6.0267E-6	1.2568E+0	-3.9847E-4
5.0584E+1	-4.6511E-1	6.0311E-6	1.2569E+0	-4.0686E-4
6.0601E+1	-4.6960E-1	6.0242E-6	1.2595E+0	-4.2681E-4
7.0618E+1	-4.7422E-1	6.0154E-6	1.2589E+0	-3.8866E-4
8.0635E+1	-4.7820E-1	6.0144E-6	1.2586E+0	-4.0064E-4
9.0652E+1	-4.8183E-1	6.0146E-6	1.2571E+0	-3.8240E-4
1.0067E+2	-4.8488E-1	6.0134E-6	1.2631E+0	-4.1039E-4
1.1069E+2	-4.8743E-1	6.0158E-6	1.2603E+0	-4.0407E-4
1.2070E+2	-4.8955E-1	6.0136E-6	1.2634E+0	-3.8867E-4
1.3072E+2	-4.9169E-1	6.0245E-6	1.2604E+0	-4.0917E-4
1.4074E+2	-4.9365E-1	6.0243E-6	1.2614E+0	-4.1172E-4
1.5075E+2	-4.9574E-1	6.0202E-6	1.2612E+0	-4.1477E-4
1.6077E+2	-4.9784E-1	6.0269E-6	1.2629E+0	-3.9944E-4
1.7079E+2	-5.0011E-1	6.0318E-6	1.2603E+0	-3.9687E-4
1.8080E+2	-5.0247E-1	6.0348E-6	1.2596E+0	-3.9009E-4
1.9082E+2	-5.0482E-1	6.0320E-6	1.2608E+0	-4.2173E-4
2.0084E+2	-5.0719E-1	6.0287E-6	1.2593E+0	-4.0639E-4
2.1085E+2	-5.0959E-1	6.0336E-6	1.2610E+0	-3.8600E-4
2.2087E+2	-5.1198E-1	6.0377E-6	1.2604E+0	-3.9340E-4
2.3089E+2	-5.1434E-1	6.0303E-6	1.2636E+0	-4.1554E-4
2.4091E+2	-5.1664E-1	6.0383E-6	1.2607E+0	-3.8445E-4
2.5092E+2	-5.1886E-1	6.0368E-6	1.2624E+0	-4.0636E-4
2.6094E+2	-5.2093E-1	6.0363E-6	1.2641E+0	-4.1380E-4
2.7096E+2	-5.2285E-1	6.0411E-6	1.2625E+0	-4.1414E-4
2.8097E+2	-5.2463E-1	6.0365E-6	1.2632E+0	-4.0975E-4
2.9099E+2	-5.2636E-1	6.0285E-6	1.2645E+0	-4.0686E-4
3.0101E+2	-5.2800E-1	6.0331E-6	1.2621E+0	-3.8781E-4
3.1102E+2	-5.2957E-1	6.0367E-6	1.2643E+0	-4.1350E-4
3.2104E+2	-5.3103E-1	6.0394E-6	1.2660E+0	-4.3790E-4
3.3106E+2	-5.3239E-1	6.0395E-6	1.2625E+0	-4.3380E-4
3.4107E+2	-5.3358E-1	6.0430E-6	1.2654E+0	-4.1522E-4
3.5109E+2	-5.3463E-1	6.0439E-6	1.2665E+0	-4.2518E-4
3.6111E+2	-5.3551E-1	6.0390E-6	1.2646E+0	-4.1164E-4
3.7112E+2	-5.3634E-1	6.0524E-6	1.2655E+0	-4.1438E-4
3.8114E+2	-5.3731E-1	6.0448E-6	1.2667E+0	-4.0868E-4
3.9116E+2	-5.3827E-1	6.0414E-6	1.2670E+0	-4.1610E-4
4.0118E+2	-5.3913E-1	6.0534E-6	1.2640E+0	-3.9693E-4
4.1119E+2	-5.3989E-1	6.0443E-6	1.2678E+0	-4.4342E-4
4.2121E+2	-5.4047E-1	6.0435E-6	1.2648E+0	-4.1346E-4
4.3123E+2	-5.4105E-1	6.0503E-6	1.2666E+0	-4.0909E-4
4.4124E+2	-5.4164E-1	6.0475E-6	1.2652E+0	-4.1911E-4
4.5126E+2	-5.4224E-1	6.0502E-6	1.2658E+0	-4.3637E-4
4.6128E+2	-5.4286E-1	6.0468E-6	1.2634E+0	-3.9929E-4
4.7129E+2	-5.4348E-1	6.0434E-6	1.2669E+0	-4.1124E-4
4.8131E+2	-5.4411E-1	6.0441E-6	1.2674E+0	-4.1697E-4
4.9133E+2	-5.4470E-1	6.0434E-6	1.2676E+0	-4.2291E-4
5.0134E+2	-5.4531E-1	6.0513E-6	1.2645E+0	-4.1691E-4
5.1136E+2	-5.4596E-1	6.0509E-6	1.2695E+0	-4.0369E-4
5.2138E+2	-5.4658E-1	6.0508E-6	1.2664E+0	-4.1437E-4
5.3139E+2	-5.4715E-1	6.0489E-6	1.2671E+0	-4.2386E-4
5.4141E+2	-5.4774E-1	6.0473E-6	1.2676E+0	-4.3921E-4
5.5143E+2	-5.4835E-1	6.0417E-6	1.2671E+0	-4.2581E-4
5.6145E+2	-5.4895E-1	6.0498E-6	1.2642E+0	-4.3839E-4
5.7146E+2	-5.4955E-1	6.0545E-6	1.2666E+0	-4.6780E-4
5.8148E+2	-5.5015E-1	6.0522E-6	1.2640E+0	-4.3114E-4
5.9150E+2	-5.5072E-1	6.0585E-6	1.2625E+0	-4.2382E-4
6.0151E+2	-5.5051E-1	6.0556E-6	1.2642E+0	-4.4035E-4
6.1153E+2	-4.3629E-1	6.0520E-6	1.2673E+0	-4.3273E-4
6.2155E+2	-3.9200E-1	6.0652E-6	1.2631E+0	-4.3079E-4
6.3156E+2	-3.7742E-1	6.0594E-6	1.2642E+0	-4.2108E-4
6.4158E+2	-3.6848E-1	6.0579E-6	1.2669E+0	-4.4881E-4
6.5160E+2	-3.6062E-1	6.0591E-6	1.2677E+0	-3.8904E-4
6.6161E+2	-3.5460E-1	6.0515E-6	1.2668E+0	-4.0043E-4
6.7163E+2	-3.5590E-1	6.0515E-6	1.2673E+0	-4.5290E-4
6.8165E+2	-3.5515E-1	6.0566E-6	1.2669E+0	-4.7802E-4
6.9166E+2	-3.5421E-1	6.0643E-6	1.2636E+0	-4.5906E-4
7.0168E+2	-3.5319E-1	6.0467E-6	1.2663E+0	-4.3495E-4
7.1170E+2	-3.5188E-1	6.0595E-6	1.2667E+0	-4.4241E-4
7.2172E+2	-3.5056E-1	6.0614E-6	1.2692E+0	-4.3948E-4
7.3173E+2	-3.4923E-1	6.0642E-6	1.2672E+0	-4.0831E-4
7.4175E+2	-3.4802E-1	6.0652E-6	1.2662E+0	-4.0469E-4
7.5177E+2	-3.4674E-1	6.0636E-6	1.2634E+0	-4.2607E-4
7.6178E+2	-3.4545E-1	6.0599E-6	1.2666E+0	-4.4041E-4
7.7180E+2	-3.4412E-1	6.0597E-6	1.2700E+0	-4.1580E-4
7.8182E+2	-3.4287E-1	6.0506E-6	1.2693E+0	-4.1490E-4
7.9183E+2	-3.4164E-1	6.0639E-6	1.2658E+0	-4.1230E-4
8.0185E+2	-3.4051E-1	6.0611E-6	1.2659E+0	-4.3925E-4
8.1187E+2	-3.3933E-1	6.0646E-6	1.2658E+0	-4.5225E-4
8.2188E+2	-3.3836E-1	6.0670E-6	1.2683E+0	-4.3526E-4
8.3190E+2	-3.3735E-1	6.0555E-6	1.2638E+0	-4.1987E-4
8.4192E+2	-3.3625E-1	6.0686E-6	1.2660E+0	-4.1754E-4
